author,exclusive,ingredients,master,num_tried,picture,rating,title
陪你的尾巴,False,"皮皮虾,盐",False,109,False,8.4,水煮皮皮虾
王榴莲,False,"皮皮虾,大蒜,青红椒,生抽,糖,黑胡椒,面包屑,姜",False,102,True,7.8,避风塘炒皮皮虾
尚珺,False,"鸡蛋,虾仁",False,195,False,8.4,上海虾仁炒面
烟火间,False,"香葱,生姜,大蒜,干辣椒,料酒,生抽,白糖,盐",True,103,True,8.1,爆炒小河虾
呤儿,True,"河虾,黄酒,生抽,白砂糖,醋,盐,葱段,姜片,食用油",True,1505,False,8.4,油爆河虾
兔高兴,True,"河虾,葱,姜,食用油,糖,盐",True,1375,True,8.5,【酱油河虾】轻松做出饭店味
爱小厨,True,"花椒,八角,盐,料酒,植物油",False,914,True,8.4,爆炒小河虾
0夏天0,True,"葱,姜,蒜,油,糖,酒,酱油",True,515,False,8.4,油爆小河虾
蔻蔻的甜与蜜,False,"韭菜,姜,黄酒,生抽,糖,盐",False,447,False,7.6,小河虾炒韭菜
木质清新,False,"河虾,黄酒,白胡椒粉,蒜粉,姜粉,盐,淀粉",False,355,False,8.5,酥炸河虾
绿野仙踪olivia,False,"小龙虾,葱,蒜,姜,干辣椒,花椒,麻椒,盐,糖,白醋,料酒",False,220,False,8.0,麻辣小龙虾
我爱吃吃和喝喝,True,"龙虾,蒜头,生姜,油,盐,醋,鸡精,葱",False,226,True,7.6,蒜香小龙虾
伊斯特艾格,False,"油,生抽,白糖,盐,郫县豆瓣,紫苏,啤酒",True,208,True,8.1,香辣小龙虾
绮绮妹-Mom,False,"小龙虾,大蒜,生姜",False,199,False,8.4,蒜香小龙虾
阿颖家的厨房,True,"小龙虾,大葱,姜,干辣椒,大蒜,啤酒,花椒,青椒,小米辣,洋葱,香菜,蚝油",False,196,True,7.8,麻辣小龙虾（独创四川口味）
我脑公全世界最帅,False,"小龙虾,姜,大葱,大蒜,洋葱,朝天椒,盐,冰糖,啤酒",True,198,True,8.0,不放火锅底料的麻辣十三香小龙虾（附洗虾去虾线剥虾视频）
美食作家王刚,False,"小龙虾,姜,洋葱",True,195,True,8.6,厨师长教你：“十三香小龙虾”的做法，史上最详细的解说
斯佳丽,False,"小龙虾,姜末,生抽,香醋,糖,胡椒粉",False,177,True,8.1,清蒸小龙虾
那一天蝶舞,True,"小龙虾,食用油,生姜,洋葱,香葱,青椒,蒜瓣,八角,桂皮,花椒,草果,甘草,白芷,香叶,辣椒,白糖,冰糖,红烧酱油,生抽,蒸鱼豉油,盐,啤酒,清水",False,180,True,8.1,香辣小龙虾
梓晴,False,"小龙虾,大蒜,生姜,小葱,料酒,老抽,盐",False,152,False,7.8,鲜煮小龙虾
胡大仙丶,False,"小龙虾,干辣椒,香料,料酒,酱油,陈醋,白砂糖",False,151,False,7.8,油焖大虾（小龙虾）
611_夭,True,"啤酒,大葱,生姜,蒜,青椒,洋葱,香菜,芹菜",False,144,True,8.1,超省心麻辣小龙虾-附去腮去虾线小视频
阿阿阿拉晴,True,"青椒,洋葱,姜,大葱,大蒜,干辣椒,郫县豆瓣,剁辣椒,冰糖,蚝油,料酒,白酒,生抽",False,128,True,8.6,醉人的麻辣虾尾（麻辣小龙虾）
橘丽丝,True,"小龙虾,大葱,姜片",True,124,True,7.9,橘丽丝的清蒸小龙虾
沙漏-34,False,"龙虾,葱,姜,五香粉,料酒,白胡椒粉,生抽,盐,糖",False,107,True,8.4,蒜泥小龙虾
芯澜,False,"小龙虾,八角,桂皮,干辣椒,大蒜,生姜,辣椒面,紫苏,啤酒,盐,鸡精",False,100,True,8.0,口味虾（小龙虾）
呤儿,True,"小龙虾,葱段,生姜,蒜瓣,花椒,干辣椒,蒸鱼豉油,生抽,陈醋,白糖,盐",True,3646,False,8.1,香辣小龙虾
冇伱灬冇我,True,"小龙虾,小米椒,洋葱,生姜,大蒜,大葱,油,盐,啤酒,冰糖,生抽,白胡椒粉,鸡精",True,3693,True,8.6,香辣小龙虾-超详细处理干净步骤！
残荷听雨-lu,True,"小龙虾,啤酒,红辣椒,白糖",False,2668,True,8.4,蒜蓉小龙虾
Jann_,True,"小龙虾,指天椒,啤酒,老干妈",False,1836,True,8.2,香辣小龙虾
苗兒的厨房,False,"生姜,大葱,大蒜,干辣椒,花椒,啤酒,耗油,豆瓣酱,鸡精,味精,胡椒粉,白糖,食盐,香油",False,1491,True,8.5,麻辣小龙虾之香辣虾球
是_煩,True,"龙虾,啤酒,小米椒,细砂糖,生姜,香葱,香叶,八角,盐,生抽",True,1368,True,8.3,蒜蓉小龙虾
乐乐乐乐乐乐儿♪♪,True,"小龙虾,大蒜,大葱,干辣椒,姜,青辣椒,料酒,老抽,盐,火锅底料",False,1134,True,8.5,麻辣小龙虾
堂妈小厨,False,,True,831,True,8.5,堂妈小厨——麻辣小龙虾
Amanda曼达,False,"陈皮,桂皮,丁香,山奈,香叶,八角,草果,花椒,白胡椒,黑胡椒,小茴香,孜然粒,小龙虾,郫县豆瓣,生抽,甜面酱,啤酒,醋,糖,蚝油,姜,青椒,洋葱,蒜,朝天椒,大葱",True,707,True,8.3,十三香小龙虾【曼食慢语】
如烹小鲜,False,"小龙虾,姜片,啤酒",False,661,True,8.3,麻辣小龙虾
橘丽丝,True,"小龙虾,大蒜,蚝油,盐,糖,生抽,醋,油",True,523,True,8.6,橘丽丝的蒜蓉小龙虾
宝宝容,False,"小龙虾,生姜,大葱,八角,香叶,干红椒,花椒,香菜",False,488,False,7.9,红烧小龙虾
美食作家王刚,False,"小龙虾,大葱,洋葱,生姜,火锅底料",True,484,True,8.7,"厨师长教你：“麻辣小龙虾”的家常做法 ,好吃的停不下来"
吴阿南,True,"小龙虾,洋葱,青椒,黄瓜,葱姜蒜,蚝油,老干妈,豆瓣酱,盐,冰糖,啤酒,生抽,白酒",False,416,True,8.5,麻辣小龙虾
橘丽丝,True,"小龙虾,青椒,红椒,小米椒,泡椒,仔姜,老姜,蒜瓣,大葱,花椒,黄瓜,老抽,料酒,花椒粉,孜然粉,八角,山奈",True,408,True,8.7,Q弹饱满的香辣小龙虾
0夏天0,True,"小龙虾,生抽,啤酒,姜,蒜,糖",True,385,False,7.9,吮指回味十三香啤酒小龙虾
格桑小七,False,"小龙虾,十三香,姜,盐,啤酒,蒜,生抽,青辣椒,黄瓜,香菜,小米辣,八角",False,362,True,7.4,十三香小龙虾（家庭版）
橘丽丝,True,"田螺,泡椒,独蒜,仔姜,大葱,姜,豆瓣酱,老抽,料酒,盐,白砂糖,香叶,山奈,八角",True,317,True,8.2,香辣田螺-和小龙虾并肩的四川夜宵之王
apple爱自己,False,"小龙虾,啤酒,蒜瓣,葱,洋葱,干辣椒,香叶,花椒,孜然粉,生抽,盐,白酒,红油豆瓣酱,白糖",False,317,True,8.1,啤酒香辣小龙虾
那一天蝶舞,True,小龙虾,False,229,True,9.4,详解如何清理以及辨别小龙虾
611_夭,True,"啤酒,大葱,生姜,蒜,青椒,洋葱,香菜,芹菜",False,144,True,8.1,超省心麻辣小龙虾-附去腮去虾线小视频
没牌子,False,"白洋葱,百里香,绿豆芽,蒜瓣,青柠,黑胡椒",False,143,True,8.0,黄油波士顿龙虾
饼小姐茉茉,False,"蒜泥,啤酒",False,137,True,8.2,金湖蒜泥龙虾
七彩霞光77,False,"生粉,生抽,耗油,料酒",False,133,True,8.3,葱姜炒波士顿龙虾
阿阿阿拉晴,True,"青椒,洋葱,姜,大葱,大蒜,干辣椒,郫县豆瓣,剁辣椒,冰糖,蚝油,料酒,白酒,生抽",False,128,True,8.6,醉人的麻辣虾尾（麻辣小龙虾）
Black-1,False,"龙虾,花椒,干辣椒,青椒,葱,姜,蒜,花椒粉",False,126,False,8.5,麻辣龙虾
橘丽丝,True,"小龙虾,大葱,姜片",True,124,True,7.9,橘丽丝的清蒸小龙虾
爱学习的小盆友,False,"龙虾,口蘑,洋葱,黄油,盐,水,玉米淀粉,西兰花",False,116,True,8.0,芝士奶油焗龙虾伊面
辰拎拎,True,"龙虾,蒜,姜,大葱,淀粉,盐,味精,料酒,生抽",False,109,True,8.7,葱姜蒜爆炒大龙虾
